,id,date_time,time,lap,latitude,longitude,velocity,navigation,vehicle_id_id
0,22066198,2022-07-14 15:32:20,15:32:20,4,-13.5556692,-71.8563244,4,42,SJ07
1,22067017,2022-07-14 15:36:21,15:36:21,4,-13.5556976,-71.8563944,2,255,SJ07
2,22067552,2022-07-14 15:38:57,15:38:57,4,-13.555688,-71.8563876,3,256,SJ07
3,22068422,2022-07-14 15:43:03,15:43:03,4,-13.5557294,-71.8564003,4,244,SJ07
4,22068695,2022-07-14 15:44:18,15:44:18,4,-13.5559517,-71.8563712,9,107,SJ07
5,22068946,2022-07-14 15:45:29,15:45:29,4,-13.5534016,-71.8583102,7,311,SJ07
6,22069179,2022-07-14 15:46:29,15:46:29,4,-13.5535725,-71.8615847,0,71,SJ07
7,22069393,2022-07-14 15:47:29,15:47:29,4,-13.5527008,-71.8652912,16,270,SJ07
8,22069625,2022-07-14 15:48:35,15:48:35,4,-13.5515167,-71.8699863,0,144,SJ07
9,22069888,2022-07-14 15:49:46,15:49:46,4,-13.5504402,-71.8741529,13,274,SJ07
10,22070108,2022-07-14 15:50:51,15:50:51,4,-13.5496663,-71.8771143,27,286,SJ07
11,22070419,2022-07-14 15:52:17,15:52:17,4,-13.5483992,-71.8816758,12,291,SJ07
12,22070668,2022-07-14 15:53:23,15:53:23,4,-13.5473221,-71.8856062,36,288,SJ07
13,22070906,2022-07-14 15:54:28,15:54:28,4,-13.5456624,-71.8876084,30,19,SJ07
14,22071317,2022-07-14 15:56:18,15:56:18,4,-13.5448463,-71.8883771,4,196,SJ07
15,22071558,2022-07-14 15:57:24,15:57:24,4,-13.546533,-71.8892999,1,219,SJ07
16,22072073,2022-07-14 15:59:39,15:59:39,4,-13.5438759,-71.8967389,15,331,SJ07
17,22072289,2022-07-14 16:00:40,16:00:40,4,-13.5413911,-71.8996193,37,275,SJ07
18,22072508,2022-07-14 16:01:40,16:01:40,4,-13.5391726,-71.9032659,3,131,SJ07
19,22072778,2022-07-14 16:02:51,16:02:51,4,-13.5368926,-71.9067485,0,332,SJ07
20,22073358,2022-07-14 16:04:26,16:04:26,4,-13.5350987,-71.9089681,0,267,SJ07
21,22073568,2022-07-14 16:05:26,16:05:26,4,-13.5330974,-71.9122435,25,285,SJ07
22,22073797,2022-07-14 16:06:32,16:06:32,4,-13.5314343,-71.9161942,24,268,SJ07
23,22074056,2022-07-14 16:07:42,16:07:42,4,-13.5323759,-71.9199614,15,263,SJ07
