,id,date,time,lap,latitude,longitude,velocity,navigation,vehicle_id_id
10387,22026707,2022-07-14,12:32:31,3,-13.5545367,-71.8562724,8,93,SJ07
10541,22030505,2022-07-14,12:49:30,3,-13.5434278,-71.8970917,34,305,SJ07
10872,22038062,2022-07-14,13:23:18,3,-13.5254137,-71.9752728,11,287,SJ07
11055,22034312,2022-07-14,13:06:38,3,-13.5271905,-71.9465179,34,278,SJ07
11145,22030550,2022-07-14,12:49:42,3,-13.5429768,-71.89771,22,305,SJ07
11198,22041846,2022-07-14,13:39:48,3,-13.5318023,-71.9800459,32,192,SJ07
11255,22045584,2022-07-14,13:56:15,3,-13.5545375,-71.9909241,20,194,SJ07
11502,22038110,2022-07-14,13:23:32,3,-13.5252034,-71.975994,27,286,SJ07
11540,22041873,2022-07-14,13:40:00,3,-13.5327103,-71.98034,28,205,SJ07
11884,22034378,2022-07-14,13:06:50,3,-13.5269382,-71.9476351,36,287,SJ07
11946,22041907,2022-07-14,13:40:13,3,-13.5335726,-71.9806809,16,185,SJ07
12192,22030635,2022-07-14,12:49:54,3,-13.5424572,-71.8984251,34,303,SJ07
12297,22030643,2022-07-14,12:50:06,3,-13.5418295,-71.8993274,27,306,SJ07
12464,22045680,2022-07-14,13:56:38,3,-13.5551766,-71.9910796,13,194,SJ07
12503,22041950,2022-07-14,13:40:26,3,-13.5345931,-71.9807668,36,185,SJ07
12942,22045719,2022-07-14,13:56:51,3,-13.5557401,-71.9913469,18,209,SJ07
12972,22048554,2022-07-14,14:09:30,3,-13.5364693,-71.9801039,5,329,SJ07
13031,22030701,2022-07-14,12:50:18,3,-13.5412724,-71.9000565,34,305,SJ07
13163,22042003,2022-07-14,13:40:39,3,-13.5353534,-71.980561,19,153,SJ07
13215,22038248,2022-07-14,13:24:04,3,-13.5250034,-71.9767222,20,287,SJ07
13651,22030748,2022-07-14,12:50:30,3,-13.5407476,-71.9007922,28,306,SJ07
13700,22026967,2022-07-14,12:33:45,3,-13.5551492,-71.8558988,12,158,SJ07
14363,22030804,2022-07-14,12:50:44,3,-13.5402856,-71.9014371,29,306,SJ07
14576,22034589,2022-07-14,13:07:42,3,-13.5266888,-71.9483976,10,283,SJ07
14866,22027059,2022-07-14,12:34:09,3,-13.5557377,-71.8559711,12,281,SJ07
14965,22030851,2022-07-14,12:50:56,3,-13.5396014,-71.9023797,40,306,SJ07
15212,22042162,2022-07-14,13:41:23,3,-13.5360654,-71.9802926,14,157,SJ07
15567,22048756,2022-07-14,14:10:22,3,-13.5357641,-71.9803183,24,1,SJ07
15688,22034675,2022-07-14,13:07:58,3,-13.5264561,-71.9491117,14,287,SJ07
15782,22027130,2022-07-14,12:34:26,3,-13.5553384,-71.8566698,28,305,SJ07
15784,22034683,2022-07-14,13:08:14,3,-13.5262172,-71.9498632,23,286,SJ07
15903,22038456,2022-07-14,13:24:51,3,-13.524664,-71.9773425,10,291,SJ07
16390,22030963,2022-07-14,12:51:17,3,-13.5390744,-71.9030536,23,305,SJ07
16548,22034744,2022-07-14,13:08:28,3,-13.5259994,-71.9505806,17,291,SJ07
16787,22048853,2022-07-14,14:10:45,3,-13.5351144,-71.9806175,17,329,SJ07
16881,22027217,2022-07-14,12:34:46,3,-13.5547967,-71.8574042,7,294,SJ07
17070,22042307,2022-07-14,13:42:03,3,-13.5366517,-71.9800547,19,154,SJ07
17124,22048877,2022-07-14,14:10:57,3,-13.5345024,-71.9807242,22,6,SJ07
17245,22038560,2022-07-14,13:25:27,3,-13.5243536,-71.9779367,8,298,SJ07
17384,22027253,2022-07-14,12:35:00,3,-13.5543573,-71.8580645,23,307,SJ07
17635,22042348,2022-07-14,13:42:15,3,-13.5373989,-71.9800887,28,209,SJ07
17636,22048914,2022-07-14,14:11:09,3,-13.5336889,-71.9806194,30,7,SJ07
17799,22046095,2022-07-14,13:58:35,3,-13.5560513,-71.9915113,7,50,SJ07
18163,22034866,2022-07-14,13:09:02,3,-13.5257941,-71.9512791,26,283,SJ07
18172,22031099,2022-07-14,12:52:01,3,-13.5386147,-71.9037029,15,306,SJ07
18226,22048961,2022-07-14,14:11:21,3,-13.5328666,-71.9803395,25,28,SJ07
18286,22038640,2022-07-14,13:25:42,3,-13.5240304,-71.9785831,23,293,SJ07
18624,22027347,2022-07-14,12:35:23,3,-13.5540018,-71.8587878,31,295,SJ07
18627,22046157,2022-07-14,13:58:50,3,-13.5554471,-71.9911404,24,28,SJ07
18678,22042428,2022-07-14,13:42:38,3,-13.5380787,-71.980451,22,205,SJ07
18781,22049001,2022-07-14,14:11:33,3,-13.5322674,-71.9800907,21,15,SJ07
18873,22034918,2022-07-14,13:09:14,3,-13.5254853,-71.9523964,36,287,SJ07
18994,22038691,2022-07-14,13:26:03,3,-13.5237829,-71.9791967,11,297,SJ07
19185,22027388,2022-07-14,12:35:35,3,-13.5536543,-71.8598794,41,282,SJ07
19449,22042483,2022-07-14,13:42:50,3,-13.5388208,-71.9808218,26,206,SJ07
19463,22046217,2022-07-14,13:59:02,3,-13.5547183,-71.9909457,23,12,SJ07
19488,22034962,2022-07-14,13:09:26,3,-13.5251068,-71.9535367,45,286,SJ07
19884,22027439,2022-07-14,12:35:47,3,-13.553422,-71.8611844,33,280,SJ07
20137,22035009,2022-07-14,13:09:38,3,-13.5246616,-71.9549824,45,288,SJ07
20372,22046283,2022-07-14,13:59:16,3,-13.5540533,-71.9906661,14,25,SJ07
20657,22042573,2022-07-14,13:43:13,3,-13.5394609,-71.9810461,21,200,SJ07
20866,22035064,2022-07-14,13:09:51,3,-13.5242957,-71.9559979,8,290,SJ07
20894,22027513,2022-07-14,12:36:15,3,-13.5533236,-71.8619366,20,275,SJ07
21410,22042629,2022-07-14,13:43:26,3,-13.5401326,-71.9812578,10,198,SJ07
21501,22027559,2022-07-14,12:36:27,3,-13.5532048,-71.8627632,33,278,SJ07
21886,22064528,2022-07-14,14:11:57,3,-13.5304283,-71.9796171,20,15,SJ07
21935,22064531,2022-07-14,14:12:30,3,-13.5303086,-71.9801515,15,255,SJ07
22006,22064536,2022-07-14,14:12:52,3,-13.5305182,-71.9810445,17,254,SJ07
22020,22027596,2022-07-14,12:36:39,3,-13.5530498,-71.8639474,40,275,SJ07
22041,22064538,2022-07-14,14:13:04,3,-13.530679,-71.9816444,21,256,SJ07
22075,22064541,2022-07-14,14:13:22,3,-13.5309288,-71.9823818,18,239,SJ07
22133,22064545,2022-07-14,14:14:00,3,-13.5305809,-71.9828292,16,343,SJ07
22203,22064551,2022-07-14,14:14:15,3,-13.5298909,-71.9830311,17,352,SJ07
22229,22064553,2022-07-14,14:14:46,3,-13.5291248,-71.9832546,19,341,SJ07
22294,22064557,2022-07-14,14:15:16,3,-13.528569,-71.9835682,6,300,SJ07
22371,22064563,2022-07-14,14:15:49,3,-13.5280679,-71.9836291,15,84,SJ07
22426,22064567,2022-07-14,14:16:25,3,-13.5280106,-71.982776,4,90,SJ07
22486,22064571,2022-07-14,14:17:06,3,-13.5276719,-71.9823265,11,6,SJ07
22514,22064573,2022-07-14,14:17:26,3,-13.5273585,-71.9830399,19,290,SJ07
22557,22027635,2022-07-14,12:36:51,3,-13.5528715,-71.8649319,22,280,SJ07
22562,22064576,2022-07-14,14:17:46,3,-13.5271195,-71.983685,9,315,SJ07
22576,22064577,2022-07-14,14:18:01,3,-13.526515,-71.9834863,23,16,SJ07
22634,22064582,2022-07-14,14:18:14,3,-13.5259155,-71.9832328,14,23,SJ07
22730,22064589,2022-07-14,14:18:35,3,-13.5252009,-71.9830119,13,4,SJ07
22755,22031435,2022-07-14,12:52:38,3,-13.5369163,-71.9063126,35,302,SJ07
22772,22064592,2022-07-14,14:19:33,3,-13.5248196,-71.9833875,16,22,SJ07
22783,22031437,2022-07-14,12:52:50,3,-13.5363467,-71.907151,23,308,SJ07
22811,22031439,2022-07-14,12:53:13,3,-13.5358913,-71.9078883,32,303,SJ07
22812,22038971,2022-07-14,13:27:15,3,-13.5234259,-71.9798983,12,297,SJ07
22815,22064595,2022-07-14,14:20:23,3,-13.524154,-71.9831556,8,22,SJ07
22829,22031440,2022-07-14,12:53:25,3,-13.5352525,-71.9088734,40,302,SJ07
22866,22064598,2022-07-14,14:20:40,3,-13.5232924,-71.9829431,10,19,SJ07
22947,22064604,2022-07-14,14:22:10,3,-13.5227429,-71.9824495,3,38,SJ07
22958,22042741,2022-07-14,13:43:57,3,-13.5408479,-71.9814384,25,199,SJ07
23004,22064608,2022-07-14,14:23:27,3,-13.5224756,-71.981877,9,109,SJ07
23051,22064612,2022-07-14,14:23:51,3,-13.5228109,-71.9811964,9,113,SJ07
23071,22064613,2022-07-14,14:24:15,3,-13.5231142,-71.9805664,17,116,SJ07
23108,22064615,2022-07-14,14:25:23,3,-13.5234309,-71.9798806,19,117,SJ07
23140,22064617,2022-07-14,14:25:35,3,-13.5238068,-71.9790713,31,114,SJ07
23189,22064620,2022-07-14,14:25:49,3,-13.524117,-71.9783531,15,116,SJ07
23205,22064621,2022-07-14,14:26:16,3,-13.5246161,-71.9779466,21,192,SJ07
23279,22064626,2022-07-14,14:26:31,3,-13.5250102,-71.9775696,31,97,SJ07
23349,22064631,2022-07-14,14:26:43,3,-13.5251727,-71.9766689,27,105,SJ07
23373,22027692,2022-07-14,12:37:10,3,-13.5527412,-71.8656288,14,279,SJ07
23376,22064633,2022-07-14,14:27:06,3,-13.5254059,-71.9758815,28,107,SJ07
23463,22064639,2022-07-14,14:27:18,3,-13.525691,-71.974892,37,106,SJ07
23582,22064647,2022-07-14,14:27:30,3,-13.5260428,-71.9737668,31,109,SJ07
23623,22031494,2022-07-14,12:53:37,3,-13.5344659,-71.9100484,49,304,SJ07
23677,22031497,2022-07-14,12:53:49,3,-13.5336182,-71.911279,37,309,SJ07
23696,22064654,2022-07-14,14:27:30,3,-13.5260428,-71.9737668,31,109,SJ07
23775,22064660,2022-07-14,14:27:46,3,-13.5262657,-71.9730417,18,106,SJ07
23898,22064669,2022-07-14,14:27:58,3,-13.5265462,-71.9723611,24,117,SJ07
23951,22039049,2022-07-14,13:27:33,3,-13.5230906,-71.9805961,14,295,SJ07
23963,22064674,2022-07-14,14:28:31,3,-13.5270471,-71.9717169,27,130,SJ07
24002,22027736,2022-07-14,12:37:23,3,-13.5525409,-71.8664321,30,283,SJ07
24006,22064677,2022-07-14,14:28:43,3,-13.5274581,-71.9711662,18,117,SJ07
24042,22064680,2022-07-14,14:29:22,3,-13.526911,-71.9712846,23,323,SJ07
24085,22064683,2022-07-14,14:29:34,3,-13.526158,-71.9717686,31,328,SJ07
24121,22035298,2022-07-14,13:10:52,3,-13.5241444,-71.9567714,22,286,SJ07
24124,22064686,2022-07-14,14:29:56,3,-13.5255072,-71.9721794,3,317,SJ07
24178,22064690,2022-07-14,14:30:12,3,-13.5248265,-71.9724572,27,345,SJ07
24350,22064702,2022-07-14,14:30:12,3,-13.5248265,-71.9724572,27,345,SJ07
24361,22042839,2022-07-14,13:44:24,3,-13.5414443,-71.9818374,20,218,SJ07
24378,22064704,2022-07-14,14:30:24,3,-13.523905,-71.9726603,30,344,SJ07
24413,22064706,2022-07-14,14:30:48,3,-13.5231705,-71.9728443,6,354,SJ07
24433,22064707,2022-07-14,14:31:20,3,-13.5224317,-71.9730332,11,345,SJ07
24528,22064714,2022-07-14,14:31:37,3,-13.5224778,-71.9723587,14,103,SJ07
24571,22064717,2022-07-14,14:32:19,3,-13.5225453,-71.9716725,25,99,SJ07
24584,22027777,2022-07-14,12:37:35,3,-13.5523144,-71.8673667,26,284,SJ07
24598,22064719,2022-07-14,14:32:45,3,-13.5226877,-71.9708222,15,93,SJ07
24626,22064721,2022-07-14,14:32:57,3,-13.5227977,-71.970008,26,101,SJ07
24674,22064724,2022-07-14,14:33:24,3,-13.5228801,-71.9693201,20,95,SJ07
24766,22064730,2022-07-14,14:33:36,3,-13.5229945,-71.9685298,26,94,SJ07
24837,22064735,2022-07-14,14:33:48,3,-13.5223207,-71.9679966,31,31,SJ07
24865,22064737,2022-07-14,14:34:00,3,-13.5214823,-71.9673941,36,37,SJ07
24879,22035350,2022-07-14,13:11:04,3,-13.5238451,-71.9577331,38,285,SJ07
24882,22064738,2022-07-14,14:34:12,3,-13.5212345,-71.966515,20,108,SJ07
24928,22042877,2022-07-14,13:44:36,3,-13.5420308,-71.9821986,18,201,SJ07
25072,22064750,2022-07-14,14:34:56,3,-13.5214505,-71.9658163,26,107,SJ07
25094,22064752,2022-07-14,14:35:09,3,-13.5217153,-71.965026,7,107,SJ07
25102,22031597,2022-07-14,12:54:15,3,-13.5332842,-71.9119217,24,301,SJ07
25122,22064754,2022-07-14,14:35:53,3,-13.5219673,-71.9642189,28,110,SJ07
25180,22064758,2022-07-14,14:36:28,3,-13.5221921,-71.9634752,24,104,SJ07
25212,22064760,2022-07-14,14:36:40,3,-13.5224265,-71.9627208,24,105,SJ07
25245,22039139,2022-07-14,13:27:56,3,-13.5228125,-71.9812461,19,293,SJ07
25247,22064763,2022-07-14,14:36:54,3,-13.5226656,-71.9620074,13,107,SJ07
25324,22064769,2022-07-14,14:37:37,3,-13.5228857,-71.9612012,32,107,SJ07
25425,22035389,2022-07-14,13:11:16,3,-13.5234642,-71.9588725,25,290,SJ07
25476,22064780,2022-07-14,14:37:49,3,-13.5231554,-71.9602927,26,107,SJ07
25519,22027842,2022-07-14,12:37:51,3,-13.5521165,-71.8681542,28,283,SJ07
25667,22064792,2022-07-14,14:37:49,3,-13.5231554,-71.9602927,26,107,SJ07
25759,22064799,2022-07-14,14:38:06,3,-13.523398,-71.959563,12,108,SJ07
25799,22031646,2022-07-14,12:54:27,3,-13.5327424,-71.9127451,36,303,SJ07
25862,22064806,2022-07-14,14:38:37,3,-13.5236492,-71.958673,35,107,SJ07
26041,22064817,2022-07-14,14:38:54,3,-13.5239599,-71.9577044,7,102,SJ07
26069,22064819,2022-07-14,14:39:11,3,-13.5241736,-71.9569819,16,107,SJ07
26098,22064821,2022-07-14,14:39:52,3,-13.5244072,-71.9562453,11,99,SJ07
26150,22027885,2022-07-14,12:38:03,3,-13.5518675,-71.8691696,35,283,SJ07
26187,22064828,2022-07-14,14:40:05,3,-13.5246366,-71.9553813,34,108,SJ07
26240,22064832,2022-07-14,14:40:17,3,-13.5249713,-71.9543305,30,108,SJ07
26299,22064836,2022-07-14,14:41:16,3,-13.5252045,-71.9535972,26,106,SJ07
26322,22064838,2022-07-14,14:41:28,3,-13.5254985,-71.9526599,31,108,SJ07
26367,22064841,2022-07-14,14:42:18,3,-13.525732,-71.9519737,6,107,SJ07
26388,22064842,2022-07-14,14:42:34,3,-13.5259418,-71.9511855,30,106,SJ07
26436,22064846,2022-07-14,14:42:48,3,-13.5261994,-71.95032,18,104,SJ07
26487,22064849,2022-07-14,14:43:01,3,-13.5264602,-71.9494807,31,107,SJ07
26502,22064850,2022-07-14,14:43:54,3,-13.5267425,-71.9486459,16,104,SJ07
26561,22031698,2022-07-14,12:54:39,3,-13.5320954,-71.9137003,36,304,SJ07
26588,22064855,2022-07-14,14:44:07,3,-13.5270059,-71.9476934,36,106,SJ07
26693,22027921,2022-07-14,12:38:15,3,-13.5516071,-71.8702333,19,282,SJ07
26727,22064864,2022-07-14,14:44:22,3,-13.5272778,-71.9467388,9,100,SJ07
26781,22064868,2022-07-14,14:44:52,3,-13.5274209,-71.9460699,8,99,SJ07
26837,22064872,2022-07-14,14:45:31,3,-13.5274886,-71.9452346,28,95,SJ07
26910,22043013,2022-07-14,13:45:13,3,-13.542639,-71.9819419,8,144,SJ07
26929,22064878,2022-07-14,14:45:44,3,-13.527603,-71.944355,19,97,SJ07
26979,22064882,2022-07-14,14:45:58,3,-13.5276841,-71.9436102,23,100,SJ07
27086,22064889,2022-07-14,14:46:26,3,-13.5277584,-71.9428759,27,96,SJ07
27134,22064892,2022-07-14,14:46:38,3,-13.5279004,-71.9417194,36,98,SJ07
27238,22064899,2022-07-14,14:46:38,3,-13.5279004,-71.9417194,36,98,SJ07
27364,22064908,2022-07-14,14:46:58,3,-13.5280068,-71.9409386,14,98,SJ07
27423,22027971,2022-07-14,12:38:30,3,-13.5513965,-71.8710185,32,283,SJ07
27511,22064918,2022-07-14,14:47:29,3,-13.5281317,-71.9402037,12,106,SJ07
27606,22064924,2022-07-14,14:47:54,3,-13.5283219,-71.9394833,27,104,SJ07
27658,22064928,2022-07-14,14:48:06,3,-13.528603,-71.9384783,23,108,SJ07
27703,22064931,2022-07-14,14:48:28,3,-13.5288257,-71.9377304,29,106,SJ07
27811,22064939,2022-07-14,14:48:40,3,-13.5291366,-71.9366789,34,107,SJ07
27991,22064951,2022-07-14,14:49:02,3,-13.5293553,-71.9359062,23,106,SJ07
28107,22028018,2022-07-14,12:38:42,3,-13.5511336,-71.8721262,38,281,SJ07
28150,22064961,2022-07-14,14:49:02,3,-13.5293553,-71.9359062,23,106,SJ07
28325,22046842,2022-07-14,13:59:58,3,-13.5526612,-71.9899657,15,22,SJ07
28327,22064973,2022-07-14,14:49:14,3,-13.5296691,-71.9347756,39,107,SJ07
28338,22064974,2022-07-14,14:49:02,3,-13.5293553,-71.9359062,23,106,SJ07
28349,22064975,2022-07-14,14:49:26,3,-13.5299639,-71.933649,27,105,SJ07
28357,22035588,2022-07-14,13:12:11,3,-13.5232594,-71.9595969,28,288,SJ07
28401,22064979,2022-07-14,14:49:59,3,-13.5301745,-71.9329398,15,108,SJ07
28418,22064980,2022-07-14,14:50:25,3,-13.5303975,-71.9321649,31,105,SJ07
28447,22064982,2022-07-14,14:50:37,3,-13.530699,-71.9310486,32,106,SJ07
28459,22046852,2022-07-14,14:00:11,3,-13.5522204,-71.9894506,21,95,SJ07
28481,22039361,2022-07-14,13:28:54,3,-13.522502,-71.9819009,14,296,SJ07
28486,22064985,2022-07-14,14:50:49,3,-13.5309388,-71.9302601,17,113,SJ07
28494,22046855,2022-07-14,14:00:34,3,-13.5528322,-71.98914,17,136,SJ07
28543,22046858,2022-07-14,14:00:46,3,-13.5528187,-71.9884628,23,57,SJ07
28544,22064989,2022-07-14,14:51:32,3,-13.5311705,-71.9294252,38,103,SJ07
28559,22046859,2022-07-14,14:00:58,3,-13.5521335,-71.9881948,24,23,SJ07
28608,22046862,2022-07-14,14:01:11,3,-13.5519627,-71.9875524,11,74,SJ07
28641,22046864,2022-07-14,14:01:33,3,-13.5515385,-71.9870026,19,23,SJ07
28741,22028060,2022-07-14,12:38:54,3,-13.5508128,-71.8733936,43,284,SJ07
28826,22065006,2022-07-14,14:51:32,3,-13.5311705,-71.9294252,38,103,SJ07
28861,22065009,2022-07-14,14:51:44,3,-13.5315193,-71.9282839,20,113,SJ07
28917,22065013,2022-07-14,14:52:10,3,-13.5317172,-71.9275163,32,106,SJ07
28931,22065014,2022-07-14,14:52:22,3,-13.5320177,-71.9264733,23,107,SJ07
28980,22065018,2022-07-14,14:53:01,3,-13.5322162,-71.9257696,6,103,SJ07
29038,22065022,2022-07-14,14:53:27,3,-13.5324253,-71.9250979,23,103,SJ07
29064,22035636,2022-07-14,13:12:23,3,-13.5229536,-71.9606061,33,288,SJ07
29102,22046896,2022-07-14,14:01:54,3,-13.5508739,-71.9867715,21,14,SJ07
29130,22065029,2022-07-14,14:53:39,3,-13.5326614,-71.9241765,33,107,SJ07
29156,22065031,2022-07-14,14:53:51,3,-13.5329328,-71.9231045,35,102,SJ07
29192,22065033,2022-07-14,14:54:20,3,-13.5330037,-71.9223222,21,86,SJ07
29249,22065037,2022-07-14,14:54:32,3,-13.5329248,-71.9215397,27,81,SJ07
29313,22065042,2022-07-14,14:54:45,3,-13.5328044,-71.9208814,4,74,SJ07
29342,22065044,2022-07-14,14:55:06,3,-13.5325981,-71.9200519,33,78,SJ07
29460,22065051,2022-07-14,14:55:18,3,-13.5323686,-71.9188952,43,77,SJ07
29473,22065052,2022-07-14,14:55:30,3,-13.5320691,-71.9174965,44,78,SJ07
29522,22043192,2022-07-14,13:46:04,3,-13.5432905,-71.9821641,24,211,SJ07
29555,22065058,2022-07-14,14:55:42,3,-13.5317788,-71.9163166,25,76,SJ07
29570,22065059,2022-07-14,14:56:04,3,-13.5316972,-71.9154953,32,88,SJ07
29632,22065063,2022-07-14,14:56:16,3,-13.5318794,-71.9144457,23,107,SJ07
29675,22065066,2022-07-14,14:56:29,3,-13.5323522,-71.9135946,39,123,SJ07
29689,22065067,2022-07-14,14:56:41,3,-13.5330467,-71.9126097,23,128,SJ07
29730,22031914,2022-07-14,12:55:37,3,-13.5317292,-71.9143892,13,286,SJ07
29735,22065070,2022-07-14,14:57:38,3,-13.5334132,-71.9119946,26,123,SJ07
29932,22065083,2022-07-14,14:57:38,3,-13.5334132,-71.9119946,26,123,SJ07
29958,22065085,2022-07-14,14:57:50,3,-13.5340824,-71.9110542,47,126,SJ07
30003,22065088,2022-07-14,14:58:02,3,-13.5350411,-71.9096302,50,125,SJ07
30067,22065093,2022-07-14,14:58:23,3,-13.5355085,-71.9089033,30,122,SJ07
30097,22043231,2022-07-14,13:46:16,3,-13.5440415,-71.9821469,24,167,SJ07
30100,22065095,2022-07-14,14:58:35,3,-13.536163,-71.9079739,24,124,SJ07
30117,22065096,2022-07-14,14:58:57,3,-13.5365966,-71.9071988,34,126,SJ07
30142,22028157,2022-07-14,12:39:19,3,-13.5505634,-71.8743001,18,281,SJ07
30160,22065099,2022-07-14,14:59:48,3,-13.5370926,-71.9064874,23,123,SJ07
30188,22065101,2022-07-14,15:00:09,3,-13.5374076,-71.9058569,5,67,SJ07
30233,22065104,2022-07-14,15:00:28,3,-13.5376371,-71.9052308,31,123,SJ07
30248,22065105,2022-07-14,15:00:40,3,-13.5382504,-71.9042789,35,124,SJ07
30332,22065111,2022-07-14,15:00:54,3,-13.5387508,-71.9035832,24,125,SJ07
30535,22065125,2022-07-14,15:00:54,3,-13.5387508,-71.9035832,24,125,SJ07
30566,22046996,2022-07-14,14:02:14,3,-13.550253,-71.9867813,26,279,SJ07
30614,22065130,2022-07-14,15:01:14,3,-13.5392469,-71.902865,16,123,SJ07
30657,22031977,2022-07-14,12:55:50,3,-13.5315119,-71.9151977,32,278,SJ07
30674,22065134,2022-07-14,15:01:26,3,-13.5398118,-71.9020934,39,124,SJ07
30791,22047011,2022-07-14,14:02:26,3,-13.5509564,-71.9876733,39,209,SJ07
30817,22065144,2022-07-14,15:01:38,3,-13.5405711,-71.9010504,38,126,SJ07
30861,22065147,2022-07-14,15:01:55,3,-13.5410933,-71.9002935,7,129,SJ07
30902,22065150,2022-07-14,15:02:30,3,-13.5415278,-71.8996908,15,125,SJ07
30909,22028210,2022-07-14,12:39:31,3,-13.5503167,-71.8751617,34,286,SJ07
30912,22065151,2022-07-14,15:03:08,3,-13.5419748,-71.8990853,27,125,SJ07
30987,22065156,2022-07-14,15:03:20,3,-13.5425315,-71.8983067,34,125,SJ07
31003,22065157,2022-07-14,15:03:32,3,-13.5431639,-71.8973925,37,125,SJ07
31037,22065159,2022-07-14,15:03:44,3,-13.5437411,-71.8966292,32,126,SJ07
31052,22065160,2022-07-14,15:04:09,3,-13.5442409,-71.8959921,7,180,SJ07
31210,22065172,2022-07-14,15:04:56,3,-13.5446588,-71.8955856,25,113,SJ07
31266,22065176,2022-07-14,15:05:08,3,-13.5451167,-71.8944851,47,110,SJ07
31289,22032022,2022-07-14,12:56:10,3,-13.531532,-71.9162087,11,251,SJ07
31308,22065179,2022-07-14,15:05:20,3,-13.5455938,-71.8928838,53,103,SJ07
