,id,date_time,time,lap,latitude,longitude,velocity,navigation,vehicle_id_id
0,21937999,2022-07-14 04:37:27,04:37:27,0,-13.5464284,-71.9036723,53,65,SJ31
1,21938003,2022-07-14 04:37:39,04:37:39,0,-13.5460239,-71.9023382,33,72,SJ31
2,21938004,2022-07-14 04:37:51,04:37:51,0,-13.5456201,-71.901326,29,65,SJ31
3,21938009,2022-07-14 04:38:08,04:38:08,0,-13.545718,-71.9005482,30,126,SJ31
4,21938014,2022-07-14 04:38:20,04:38:20,0,-13.5457968,-71.8998641,27,31,SJ31
5,21938020,2022-07-14 04:38:35,04:38:35,0,-13.5450941,-71.8993302,11,96,SJ31
6,21938037,2022-07-14 04:39:32,04:39:32,0,-13.547095,-71.8959028,37,122,SJ31
7,21938061,2022-07-14 04:41:01,04:41:01,0,-13.5513126,-71.8875076,48,110,SJ31
8,21938068,2022-07-14 04:41:13,04:41:13,0,-13.5518238,-71.8862018,28,112,SJ31
9,21938074,2022-07-14 04:41:27,04:41:27,0,-13.5521388,-71.8853759,37,110,SJ31
10,21938079,2022-07-14 04:41:41,04:41:41,0,-13.5524983,-71.8844446,21,107,SJ31
11,21938086,2022-07-14 04:41:53,04:41:53,0,-13.5528233,-71.8832947,48,101,SJ31
12,21938089,2022-07-14 04:42:05,04:42:05,0,-13.5532495,-71.8815676,63,104,SJ31
13,21938091,2022-07-14 04:42:17,04:42:17,0,-13.5537323,-71.8797254,63,103,SJ31
14,21938095,2022-07-14 04:42:29,04:42:29,0,-13.5542912,-71.8775561,72,105,SJ31
15,21938100,2022-07-14 04:42:41,04:42:41,0,-13.5548165,-71.8755243,64,104,SJ31
16,21938104,2022-07-14 04:42:53,04:42:53,0,-13.5548497,-71.8737044,57,84,SJ31
17,21938109,2022-07-14 04:43:05,04:43:05,0,-13.5546404,-71.871658,75,83,SJ31
18,21938114,2022-07-14 04:43:17,04:43:17,0,-13.5544498,-71.8694196,71,86,SJ31
19,21938117,2022-07-14 04:43:29,04:43:29,0,-13.5546595,-71.8673207,65,82,SJ31
20,21938120,2022-07-14 04:43:41,04:43:41,0,-13.5542634,-71.8653719,63,85,SJ31
21,21938125,2022-07-14 04:43:53,04:43:53,0,-13.5540286,-71.8635054,59,76,SJ31
22,21938128,2022-07-14 04:44:05,04:44:05,0,-13.5536614,-71.8617448,57,78,SJ31
23,21938131,2022-07-14 04:44:17,04:44:17,0,-13.5536701,-71.8600182,53,97,SJ31
24,21938134,2022-07-14 04:44:29,04:44:29,0,-13.5541364,-71.8585015,51,116,SJ31
25,21938138,2022-07-14 04:44:41,04:44:41,0,-13.5549297,-71.8572464,45,124,SJ31
26,21938142,2022-07-14 04:44:53,04:44:53,0,-13.5556279,-71.8561857,34,117,SJ31
27,21938149,2022-07-14 04:45:14,04:45:14,0,-13.5554099,-71.8557734,13,334,SJ31
28,21938159,2022-07-14 04:45:38,04:45:38,0,-13.5547411,-71.8562472,11,319,SJ31
29,21938260,2022-07-14 04:50:20,04:50:20,1,-13.5548372,-71.8560379,14,150,SJ31
30,21938283,2022-07-14 04:51:16,04:51:16,1,-13.5554921,-71.8557602,19,156,SJ31
31,21938294,2022-07-14 04:51:39,04:51:39,1,-13.5555619,-71.8562667,19,302,SJ31
32,21938300,2022-07-14 04:51:51,04:51:51,1,-13.5551559,-71.8568667,23,305,SJ31
33,21938307,2022-07-14 04:52:03,04:52:03,1,-13.5547281,-71.85748,25,306,SJ31
34,21938318,2022-07-14 04:52:25,04:52:25,1,-13.554295,-71.8581341,17,301,SJ31
35,21938327,2022-07-14 04:52:37,04:52:37,1,-13.5538327,-71.8591104,45,290,SJ31
36,21938334,2022-07-14 04:52:49,04:52:49,1,-13.5535168,-71.8606988,53,279,SJ31
37,21938340,2022-07-14 04:53:01,04:53:01,1,-13.5533553,-71.8616236,25,279,SJ31
38,21938348,2022-07-14 04:53:13,04:53:13,1,-13.5532427,-71.8625086,36,277,SJ31
39,21938354,2022-07-14 04:53:25,04:53:25,1,-13.5530375,-71.8639194,47,279,SJ31
40,21938363,2022-07-14 04:53:37,04:53:37,1,-13.5528352,-71.8651116,22,281,SJ31
41,21938374,2022-07-14 04:53:53,04:53:53,1,-13.5526201,-71.8658999,29,285,SJ31
42,21938381,2022-07-14 04:54:05,04:54:05,1,-13.5523372,-71.867146,41,285,SJ31
43,21938386,2022-07-14 04:54:19,04:54:19,1,-13.5521118,-71.8680559,31,282,SJ31
44,21938394,2022-07-14 04:54:31,04:54:31,1,-13.5517893,-71.869385,51,284,SJ31
45,21938399,2022-07-14 04:54:45,04:54:45,1,-13.5515279,-71.870521,29,282,SJ31
46,21938408,2022-07-14 04:54:57,04:54:57,1,-13.5512445,-71.8717055,48,284,SJ31
47,21938414,2022-07-14 04:55:09,04:55:09,1,-13.5508423,-71.87326,48,287,SJ31
48,21938423,2022-07-14 04:55:29,04:55:29,1,-13.5505729,-71.8742072,19,286,SJ31
49,21938429,2022-07-14 04:55:41,04:55:41,1,-13.5503088,-71.8751947,42,285,SJ31
50,21938433,2022-07-14 04:55:53,04:55:53,1,-13.5498516,-71.8767091,53,286,SJ31
51,21938441,2022-07-14 04:56:05,04:56:05,1,-13.5493326,-71.8784315,58,287,SJ31
52,21938446,2022-07-14 04:56:23,04:56:23,1,-13.5490761,-71.8793958,30,283,SJ31
53,21938450,2022-07-14 04:56:35,04:56:35,1,-13.5487528,-71.8805761,39,286,SJ31
54,21938455,2022-07-14 04:56:50,04:56:50,1,-13.5485108,-71.8814785,31,283,SJ31
55,21938462,2022-07-14 04:57:02,04:57:02,1,-13.5481748,-71.8826667,39,285,SJ31
56,21938473,2022-07-14 04:57:14,04:57:14,1,-13.5479154,-71.8836583,30,285,SJ31
57,21938480,2022-07-14 04:57:26,04:57:26,1,-13.5476782,-71.8845204,27,283,SJ31
