,id,date_time,time,lap,latitude,longitude,velocity,navigation,vehicle_id_id
0,21937314,2022-07-14 00:47:29,00:47:29,0,-13.5505452,-71.8784637,0,0,SJ20
1,21939787,2022-07-14 05:27:40,05:27:40,0,-13.5502974,-71.878421,8,34,SJ20
2,21939801,2022-07-14 05:27:56,05:27:56,0,-13.5505207,-71.8777186,26,107,SJ20
3,21939812,2022-07-14 05:28:08,05:28:08,0,-13.5508585,-71.87677,32,108,SJ20
4,21939835,2022-07-14 05:28:32,05:28:32,0,-13.5508159,-71.8761333,14,18,SJ20
5,21939849,2022-07-14 05:28:51,05:28:51,0,-13.5501116,-71.8757888,13,76,SJ20
6,21939863,2022-07-14 05:29:04,05:29:04,0,-13.5503412,-71.8750699,28,105,SJ20
7,21939874,2022-07-14 05:29:17,05:29:17,0,-13.5505733,-71.8742741,7,105,SJ20
8,21939893,2022-07-14 05:29:34,05:29:34,0,-13.5508099,-71.8734625,32,104,SJ20
9,21939908,2022-07-14 05:29:46,05:29:46,0,-13.5511019,-71.8723366,39,105,SJ20
10,21939916,2022-07-14 05:29:58,05:29:58,0,-13.5513733,-71.8711804,38,103,SJ20
11,21939932,2022-07-14 05:30:10,05:30:10,0,-13.5515917,-71.8702595,18,104,SJ20
12,21939948,2022-07-14 05:30:25,05:30:25,0,-13.5518111,-71.869282,38,103,SJ20
13,21939959,2022-07-14 05:30:37,05:30:37,0,-13.5521011,-71.8680687,41,103,SJ20
14,21939976,2022-07-14 05:30:52,05:30:52,0,-13.5523437,-71.8671404,26,102,SJ20
15,21939987,2022-07-14 05:31:04,05:31:04,0,-13.5525919,-71.8660814,36,104,SJ20
16,21940002,2022-07-14 05:31:19,05:31:19,0,-13.5528162,-71.8652024,21,104,SJ20
17,21940018,2022-07-14 05:31:33,05:31:33,0,-13.5529922,-71.8642648,38,99,SJ20
18,21940031,2022-07-14 05:31:45,05:31:45,0,-13.5531992,-71.8630192,39,99,SJ20
19,21940045,2022-07-14 05:31:57,05:31:57,0,-13.5533551,-71.861948,29,99,SJ20
20,21940060,2022-07-14 05:32:13,05:32:13,0,-13.5534764,-71.8612203,23,98,SJ20
21,21940066,2022-07-14 05:32:25,05:32:25,0,-13.5536107,-71.8602699,39,97,SJ20
22,21940081,2022-07-14 05:32:37,05:32:37,0,-13.5539141,-71.8589271,45,109,SJ20
23,21940089,2022-07-14 05:32:49,05:32:49,0,-13.5546503,-71.8576527,47,125,SJ20
24,21940098,2022-07-14 05:33:01,05:33:01,0,-13.5554363,-71.8565086,41,124,SJ20
25,21940120,2022-07-14 05:33:18,05:33:18,0,-13.5557136,-71.8557791,10,67,SJ20
26,21940136,2022-07-14 05:33:42,05:33:42,0,-13.555002,-71.8559483,12,334,SJ20
27,21941000,2022-07-14 05:44:49,05:44:49,1,-13.5545062,-71.8563413,10,37,SJ20
28,21941041,2022-07-14 05:45:13,05:45:13,1,-13.5550973,-71.8559695,11,157,SJ20
29,21941088,2022-07-14 05:45:38,05:45:38,1,-13.5556994,-71.8557665,10,224,SJ20
30,21941127,2022-07-14 05:46:00,05:46:00,1,-13.5554678,-71.856432,23,306,SJ20
