,id,date_time,time,lap,latitude,longitude,velocity,navigation,vehicle_id_id
0,21937304,2022-07-14 00:44:26,00:44:26,0,-13.5510254,-71.8767393,0,86,SJ04
1,21942027,2022-07-14 05:54:52,05:54:52,0,-13.5508421,-71.8767343,6,278,SJ04
2,21942111,2022-07-14 05:55:39,05:55:39,0,-13.5509392,-71.8762093,6,19,SJ04
3,21942149,2022-07-14 05:56:02,05:56:02,0,-13.5503021,-71.8759143,17,28,SJ04
4,21942169,2022-07-14 05:56:17,05:56:17,0,-13.5502924,-71.8752254,27,104,SJ04
5,21942198,2022-07-14 05:56:29,05:56:29,0,-13.5505164,-71.8743531,25,100,SJ04
6,21942219,2022-07-14 05:56:41,05:56:41,0,-13.5507438,-71.8736522,28,104,SJ04
7,21942251,2022-07-14 05:56:53,05:56:53,0,-13.5510346,-71.8725764,39,105,SJ04
8,21942261,2022-07-14 05:57:05,05:57:05,0,-13.55138,-71.8711822,52,102,SJ04
9,21942288,2022-07-14 05:57:19,05:57:19,0,-13.5516579,-71.8700474,20,104,SJ04
10,21942310,2022-07-14 05:57:31,05:57:31,0,-13.5519059,-71.8690489,41,103,SJ04
11,21942336,2022-07-14 05:57:43,05:57:43,0,-13.5522386,-71.8676806,34,105,SJ04
12,21942362,2022-07-14 05:57:58,05:57:58,0,-13.5524499,-71.8668122,35,105,SJ04
13,21942386,2022-07-14 05:58:10,05:58:10,0,-13.5527192,-71.8656655,29,103,SJ04
14,21942407,2022-07-14 05:58:25,05:58:25,0,-13.5528778,-71.8649344,22,100,SJ04
15,21942431,2022-07-14 05:58:37,05:58:37,0,-13.5530784,-71.8638178,46,99,SJ04
16,21942446,2022-07-14 05:58:49,05:58:49,0,-13.553302,-71.8623457,44,99,SJ04
17,21942474,2022-07-14 05:59:01,05:59:01,0,-13.5534474,-71.8614106,27,97,SJ04
18,21942497,2022-07-14 05:59:13,05:59:13,0,-13.5535914,-71.8603341,42,98,SJ04
19,21942522,2022-07-14 05:59:25,05:59:25,0,-13.5539679,-71.8588267,53,111,SJ04
20,21942544,2022-07-14 05:59:37,05:59:37,0,-13.5548107,-71.8574414,52,125,SJ04
21,21942568,2022-07-14 05:59:49,05:59:49,0,-13.555636,-71.8562278,38,122,SJ04
22,21942606,2022-07-14 06:00:12,06:00:12,0,-13.5554866,-71.8557646,12,331,SJ04
23,21942655,2022-07-14 06:00:36,06:00:36,0,-13.5547612,-71.8561609,11,317,SJ04
24,21943099,2022-07-14 06:04:58,06:04:58,1,-13.5547163,-71.8561173,11,148,SJ04
25,21943134,2022-07-14 06:05:22,06:05:22,1,-13.5553343,-71.8558189,11,155,SJ04
26,21943181,2022-07-14 06:05:48,06:05:48,1,-13.5556992,-71.8560369,10,291,SJ04
27,21943200,2022-07-14 06:06:05,06:06:05,1,-13.555276,-71.8566751,22,305,SJ04
28,21943230,2022-07-14 06:06:17,06:06:17,1,-13.554793,-71.857355,29,306,SJ04
29,21943277,2022-07-14 06:06:44,06:06:44,1,-13.5543468,-71.8580382,6,306,SJ04
