,id,date_time,time,lap,latitude,longitude,velocity,navigation,vehicle_id_id
0,21937834,2022-07-14 04:15:01,04:15:01,5,-13.5503893,-71.8759363,0,120,SJ29
1,21937927,2022-07-14 04:29:25,04:29:25,5,-13.5544161,-71.8567738,14,296,SJ29
2,21937928,2022-07-14 04:30:54,04:30:54,5,-13.5544137,-71.8567513,7,297,SJ29
3,21938033,2022-07-14 04:39:21,04:39:21,1,-13.5549333,-71.8560309,9,144,SJ29
4,21938041,2022-07-14 04:39:47,04:39:47,1,-13.5555534,-71.8557691,10,157,SJ29
5,21938047,2022-07-14 04:40:15,04:40:15,1,-13.5555035,-71.8563565,18,305,SJ29
6,21938054,2022-07-14 04:40:39,04:40:39,1,-13.5547846,-71.8574145,19,303,SJ29
7,21938063,2022-07-14 04:41:03,04:41:03,1,-13.5540076,-71.8586993,25,290,SJ29
8,21938073,2022-07-14 04:41:27,04:41:27,1,-13.5535735,-71.8603544,26,272,SJ29
9,21938081,2022-07-14 04:41:51,04:41:51,1,-13.5532903,-71.8615773,9,302,SJ29
10,21938096,2022-07-14 04:42:31,04:42:31,1,-13.5531418,-71.8629314,32,277,SJ29
11,21938105,2022-07-14 04:42:55,04:42:55,1,-13.5528024,-71.8650502,23,280,SJ29
12,21938115,2022-07-14 04:43:21,04:43:21,1,-13.5525381,-71.8661947,19,279,SJ29
13,21938121,2022-07-14 04:43:45,04:43:45,1,-13.5522246,-71.8676005,13,291,SJ29
14,21938129,2022-07-14 04:44:09,04:44:09,1,-13.5517831,-71.8693565,35,285,SJ29
15,21938137,2022-07-14 04:44:41,04:44:41,1,-13.5514799,-71.8705364,24,288,SJ29
16,21938143,2022-07-14 04:45:05,04:45:05,1,-13.5510472,-71.8725108,33,289,SJ29
17,21938154,2022-07-14 04:45:29,04:45:29,1,-13.5504711,-71.8745407,31,283,SJ29
18,21938161,2022-07-14 04:45:53,04:45:53,1,-13.549822,-71.8768105,38,285,SJ29
19,21938169,2022-07-14 04:46:17,04:46:17,1,-13.5491527,-71.8790461,34,284,SJ29
20,21938177,2022-07-14 04:46:41,04:46:41,1,-13.5486556,-71.8810256,25,284,SJ29
21,21938185,2022-07-14 04:47:05,04:47:05,1,-13.5481312,-71.8829176,34,284,SJ29
22,21938195,2022-07-14 04:47:29,04:47:29,1,-13.5476238,-71.8846471,21,282,SJ29
23,21938219,2022-07-14 04:48:37,04:48:37,1,-13.5474558,-71.8854097,15,279,SJ29
24,21938226,2022-07-14 04:49:01,04:49:01,1,-13.5469932,-71.8869591,26,286,SJ29
25,21938237,2022-07-14 04:49:25,04:49:25,1,-13.5464674,-71.8879189,22,21,SJ29
26,21938246,2022-07-14 04:49:49,04:49:49,1,-13.5448686,-71.8873839,27,14,SJ29
27,21938259,2022-07-14 04:50:23,04:50:23,1,-13.5442597,-71.8878877,20,285,SJ29
28,21938272,2022-07-14 04:50:53,04:50:53,1,-13.5449042,-71.8884718,12,190,SJ29
29,21938281,2022-07-14 04:51:17,04:51:17,1,-13.546263,-71.8889031,24,193,SJ29
30,21938299,2022-07-14 04:51:49,04:51:49,1,-13.5463237,-71.8896413,21,291,SJ29
31,21938311,2022-07-14 04:52:13,04:52:13,1,-13.5457697,-71.8914007,40,282,SJ29
32,21938325,2022-07-14 04:52:37,04:52:37,1,-13.5449373,-71.8943836,54,290,SJ29
33,21938345,2022-07-14 04:53:09,04:53:09,1,-13.5441228,-71.895984,20,298,SJ29
34,21938361,2022-07-14 04:53:33,04:53:33,1,-13.5430577,-71.897516,34,302,SJ29
35,21938376,2022-07-14 04:54:03,04:54:03,1,-13.5417095,-71.8993509,14,299,SJ29
36,21938388,2022-07-14 04:54:27,04:54:27,1,-13.5404911,-71.9011417,50,305,SJ29
37,21938402,2022-07-14 04:54:51,04:54:51,1,-13.5384061,-71.9039728,47,301,SJ29
38,21938415,2022-07-14 04:55:15,04:55:15,1,-13.5368549,-71.9063625,41,300,SJ29
39,21938426,2022-07-14 04:55:39,04:55:39,1,-13.5353165,-71.9086749,48,301,SJ29
40,21938438,2022-07-14 04:56:03,04:56:03,1,-13.5335817,-71.9113463,51,302,SJ29
41,21938447,2022-07-14 04:56:27,04:56:27,1,-13.5319328,-71.9139347,40,301,SJ29
42,21938459,2022-07-14 04:56:57,04:56:57,1,-13.5314634,-71.9153637,28,270,SJ29
43,21938474,2022-07-14 04:57:21,04:57:21,1,-13.5318587,-71.9175063,47,253,SJ29
44,21938488,2022-07-14 04:57:45,04:57:45,1,-13.5323971,-71.9204141,44,257,SJ29
45,21938498,2022-07-14 04:58:09,04:58:09,1,-13.5326672,-71.9234127,55,281,SJ29
46,21938514,2022-07-14 04:58:33,04:58:33,1,-13.5318069,-71.9265645,60,284,SJ29
47,21938537,2022-07-14 04:59:05,04:59:05,1,-13.5311213,-71.9289679,34,286,SJ29
48,21938555,2022-07-14 04:59:43,04:59:43,1,-13.5307639,-71.9301628,10,280,SJ29
49,21938569,2022-07-14 05:00:07,05:00:07,1,-13.5302572,-71.9318701,35,288,SJ29
50,21938589,2022-07-14 05:00:41,05:00:41,1,-13.529941,-71.9330966,23,284,SJ29
51,21938611,2022-07-14 05:01:15,05:01:15,1,-13.5294792,-71.9343894,23,287,SJ29
52,21938627,2022-07-14 05:01:45,05:01:45,1,-13.5291523,-71.9356529,24,281,SJ29
53,21938639,2022-07-14 05:02:09,05:02:09,1,-13.5286268,-71.9375869,37,284,SJ29
54,21938655,2022-07-14 05:02:33,05:02:33,1,-13.5280421,-71.9396368,25,289,SJ29
55,21938674,2022-07-14 05:03:15,05:03:15,1,-13.5278375,-71.9410701,44,272,SJ29
56,21938687,2022-07-14 05:03:39,05:03:39,1,-13.5275071,-71.9438816,47,274,SJ29
57,21938702,2022-07-14 05:04:03,05:04:03,1,-13.5271186,-71.9467047,41,278,SJ29
58,21938722,2022-07-14 05:04:37,05:04:37,1,-13.5265697,-71.9486556,20,287,SJ29
