,id,date_time,lap,latitude_longitude,velocity,navigation,vehicle_id
37,21941120,2022-07-14 05:45:48,0,"(-13.5544604, -71.8579573)",40,123,SJ02
38,21941141,2022-07-14 05:46:00,0,"(-13.5551458, -71.8569581)",38,125,SJ02
39,21941164,2022-07-14 05:46:12,0,"(-13.555687, -71.8560476)",22,113,SJ02
40,21941187,2022-07-14 05:46:35,0,"(-13.5553426, -71.8558176)",12,336,SJ02
41,21941231,2022-07-14 05:46:59,0,"(-13.5546965, -71.8561086)",11,330,SJ02
42,21941552,2022-07-14 05:50:11,1,"(-13.5548434, -71.8561505)",6,130,SJ02
43,21941599,2022-07-14 05:50:41,1,"(-13.5554816, -71.8557724)",11,152,SJ02
44,21941643,2022-07-14 05:51:05,1,"(-13.5556217, -71.8561784)",15,301,SJ02
45,21941660,2022-07-14 05:51:20,1,"(-13.5552119, -71.8568333)",22,304,SJ02
46,21941715,2022-07-14 05:51:47,1,"(-13.5547672, -71.8574325)",11,300,SJ02
47,21941732,2022-07-14 05:52:09,1,"(-13.5543685, -71.8580362)",8,300,SJ02
48,21941760,2022-07-14 05:52:24,1,"(-13.553991, -71.8587067)",27,295,SJ02
49,21941779,2022-07-14 05:52:36,1,"(-13.5536741, -71.8596668)",37,283,SJ02
50,21941799,2022-07-14 05:52:48,1,"(-13.5534791, -71.8608411)",37,278,SJ02
51,21941857,2022-07-14 05:53:21,1,"(-13.5533357, -71.861639)",11,280,SJ02
52,21941888,2022-07-14 05:53:36,1,"(-13.5532306, -71.8624114)",28,279,SJ02
53,21941905,2022-07-14 05:53:48,1,"(-13.553064, -71.8634962)",40,273,SJ02
54,21941926,2022-07-14 05:54:00,1,"(-13.5528752, -71.8647013)",38,279,SJ02
55,21941965,2022-07-14 05:54:19,1,"(-13.5526743, -71.8656064)",10,289,SJ02
56,21941986,2022-07-14 05:54:32,1,"(-13.5525264, -71.866357)",31,283,SJ02
57,21942015,2022-07-14 05:54:52,1,"(-13.5522926, -71.8673)",8,287,SJ02
58,21942063,2022-07-14 05:55:09,1,"(-13.5520999, -71.8680166)",27,284,SJ02
59,21942080,2022-07-14 05:55:21,1,"(-13.5518663, -71.869044)",39,283,SJ02
60,21942103,2022-07-14 05:55:33,1,"(-13.5515668, -71.8701948)",23,288,SJ02
61,21942140,2022-07-14 05:56:01,1,"(-13.5513744, -71.8710036)",30,282,SJ02
62,21942162,2022-07-14 05:56:13,1,"(-13.5511112, -71.8721726)",40,286,SJ02
63,21942184,2022-07-14 05:56:25,1,"(-13.5509045, -71.8729101)",26,284,SJ02
64,21942210,2022-07-14 05:56:37,1,"(-13.5506637, -71.8737872)",24,285,SJ02
65,21942235,2022-07-14 05:56:49,1,"(-13.5504486, -71.874592)",32,285,SJ02
66,21942258,2022-07-14 05:57:01,1,"(-13.5501213, -71.8757273)",39,287,SJ02
67,21942277,2022-07-14 05:57:13,1,"(-13.5497587, -71.876939)",45,286,SJ02
68,21942301,2022-07-14 05:57:25,1,"(-13.54939, -71.8782216)",36,287,SJ02
69,21942328,2022-07-14 05:57:40,1,"(-13.5491223, -71.8789876)",27,284,SJ02
70,21942354,2022-07-14 05:57:52,1,"(-13.5488853, -71.8799236)",33,284,SJ02
71,21942374,2022-07-14 05:58:04,1,"(-13.5486227, -71.8809284)",28,283,SJ02
72,21942397,2022-07-14 05:58:16,1,"(-13.5484013, -71.8817754)",33,287,SJ02
73,21942426,2022-07-14 05:58:28,1,"(-13.5481109, -71.8828063)",36,285,SJ02
74,21942452,2022-07-14 05:58:40,1,"(-13.5478663, -71.8837466)",29,289,SJ02
75,21942477,2022-07-14 05:59:01,1,"(-13.5476377, -71.8844611)",20,283,SJ02
76,21942504,2022-07-14 05:59:13,1,"(-13.5474491, -71.8852166)",24,287,SJ02
77,21942519,2022-07-14 05:59:25,1,"(-13.547264, -71.8859264)",27,289,SJ02
78,21942542,2022-07-14 05:59:37,1,"(-13.5470198, -71.8868221)",29,286,SJ02
79,21942566,2022-07-14 05:59:49,1,"(-13.546823, -71.8876426)",21,284,SJ02
80,21942604,2022-07-14 06:00:14,1,"(-13.5463006, -71.8877817)",16,18,SJ02
81,21942640,2022-07-14 06:00:30,1,"(-13.5455945, -71.8875912)",17,21,SJ02
82,21942677,2022-07-14 06:00:46,1,"(-13.5448806, -71.8873747)",19,16,SJ02
83,21942738,2022-07-14 06:01:19,1,"(-13.5443122, -71.8875846)",15,285,SJ02
84,21942776,2022-07-14 06:01:44,1,"(-13.5442449, -71.8881912)",9,201,SJ02
85,21942817,2022-07-14 06:02:03,1,"(-13.5448614, -71.8883849)",4,192,SJ02
86,21942836,2022-07-14 06:02:21,1,"(-13.5456274, -71.8886579)",31,198,SJ02
87,21942872,2022-07-14 06:02:37,1,"(-13.5463874, -71.8889039)",2,198,SJ02
88,21942981,2022-07-14 06:03:36,1,"(-13.5463211, -71.8896014)",17,283,SJ02
89,21943001,2022-07-14 06:03:51,1,"(-13.5460554, -71.8902786)",6,290,SJ02
90,21943032,2022-07-14 06:04:15,1,"(-13.5458157, -71.8911008)",30,284,SJ02
91,21943139,2022-07-14 06:04:39,1,"(-13.545196, -71.8934274)",42,284,SJ02
92,21943140,2022-07-14 06:04:51,1,"(-13.5448138, -71.8946446)",41,291,SJ02
93,21943141,2022-07-14 06:05:03,1,"(-13.544285, -71.8957536)",35,300,SJ02
94,21943142,2022-07-14 06:05:15,1,"(-13.5436539, -71.8967077)",38,306,SJ02
95,21943144,2022-07-14 06:05:27,1,"(-13.5429812, -71.8976156)",32,302,SJ02
96,21943161,2022-07-14 06:05:39,1,"(-13.5423884, -71.8984767)",33,306,SJ02
97,21943193,2022-07-14 06:05:57,1,"(-13.541882, -71.8991311)",10,306,SJ02
98,21943218,2022-07-14 06:06:12,1,"(-13.5413746, -71.8998178)",31,306,SJ02
99,21943246,2022-07-14 06:06:24,1,"(-13.5406781, -71.9007938)",43,305,SJ02
100,21943263,2022-07-14 06:06:36,1,"(-13.5398647, -71.9019259)",46,306,SJ02
101,21943284,2022-07-14 06:06:48,1,"(-13.5390474, -71.9030345)",44,305,SJ02
102,21943304,2022-07-14 06:07:00,1,"(-13.5382554, -71.9042116)",45,303,SJ02
103,21943322,2022-07-14 06:07:12,1,"(-13.5374882, -71.9053314)",42,304,SJ02
104,21943344,2022-07-14 06:07:25,1,"(-13.5369294, -71.9061855)",8,304,SJ02
105,21943403,2022-07-14 06:07:58,1,"(-13.5365192, -71.9068425)",26,305,SJ02
106,21943447,2022-07-14 06:08:20,1,"(-13.5360477, -71.9075408)",28,302,SJ02
107,21943466,2022-07-14 06:08:32,1,"(-13.5354222, -71.9085134)",42,304,SJ02
108,21943486,2022-07-14 06:08:44,1,"(-13.5346909, -71.9096292)",45,303,SJ02
109,21943504,2022-07-14 06:08:56,1,"(-13.5339503, -71.9107691)",38,305,SJ02
110,21943578,2022-07-14 06:09:38,1,"(-13.5334964, -71.9114073)",15,298,SJ02
111,21943599,2022-07-14 06:09:54,1,"(-13.5330413, -71.9121609)",30,303,SJ02
112,21943621,2022-07-14 06:10:06,1,"(-13.5324511, -71.9130802)",41,304,SJ02
113,21943643,2022-07-14 06:10:18,1,"(-13.5318169, -71.9140355)",22,303,SJ02
114,21943695,2022-07-14 06:10:46,1,"(-13.5315591, -71.914696)",21,284,SJ02
115,21943726,2022-07-14 06:10:58,1,"(-13.5314582, -71.9155768)",35,268,SJ02
116,21943775,2022-07-14 06:11:20,1,"(-13.5315989, -71.9165047)",18,252,SJ02
117,21943797,2022-07-14 06:11:32,1,"(-13.5318535, -71.9173725)",37,254,SJ02
118,21943811,2022-07-14 06:11:44,1,"(-13.5321235, -71.9186556)",43,258,SJ02
119,21943834,2022-07-14 06:11:56,1,"(-13.5323665, -71.9199482)",38,259,SJ02
120,21943876,2022-07-14 06:12:25,1,"(-13.5325187, -71.9207347)",17,258,SJ02
121,21943903,2022-07-14 06:12:38,1,"(-13.5327058, -71.9216666)",35,260,SJ02
122,21943931,2022-07-14 06:12:50,1,"(-13.5327435, -71.9228906)",42,275,SJ02
123,21943953,2022-07-14 06:13:02,1,"(-13.5324249, -71.9242061)",44,285,SJ02
124,21943978,2022-07-14 06:13:14,1,"(-13.5321427, -71.9252759)",20,285,SJ02
125,21944028,2022-07-14 06:13:46,1,"(-13.5319273, -71.925997)",23,284,SJ02
126,21944062,2022-07-14 06:13:58,1,"(-13.531654, -71.9269212)",36,286,SJ02
127,21944099,2022-07-14 06:14:10,1,"(-13.5313372, -71.9280776)",40,286,SJ02
128,21944107,2022-07-14 06:14:22,1,"(-13.5309941, -71.9292783)",37,285,SJ02
129,21944161,2022-07-14 06:14:44,1,"(-13.5307851, -71.9300171)",19,283,SJ02
130,21944196,2022-07-14 06:14:56,1,"(-13.5305768, -71.930836)",31,284,SJ02
131,21944229,2022-07-14 06:15:08,1,"(-13.5302929, -71.9318126)",31,286,SJ02
132,21944322,2022-07-14 06:15:49,1,"(-13.5300514, -71.9325665)",18,285,SJ02
133,21944355,2022-07-14 06:16:01,1,"(-13.5298404, -71.93336)",31,286,SJ02
134,21944390,2022-07-14 06:16:13,1,"(-13.5295471, -71.9344065)",38,284,SJ02
135,21944420,2022-07-14 06:16:25,1,"(-13.5292, -71.9356189)",39,287,SJ02
136,21944433,2022-07-14 06:16:37,1,"(-13.5288631, -71.9368392)",42,285,SJ02
137,21944465,2022-07-14 06:16:49,1,"(-13.528515, -71.9379964)",34,286,SJ02
138,21944498,2022-07-14 06:17:01,1,"(-13.5282299, -71.9390056)",34,287,SJ02
139,21944529,2022-07-14 06:17:14,1,"(-13.5279974, -71.9398487)",10,285,SJ02
140,21944629,2022-07-14 06:17:55,1,"(-13.5278578, -71.9406139)",26,277,SJ02
141,21944673,2022-07-14 06:18:07,1,"(-13.527818, -71.9415884)",32,275,SJ02
142,21944702,2022-07-14 06:18:19,1,"(-13.5276627, -71.9425609)",30,282,SJ02
143,21944800,2022-07-14 06:19:03,1,"(-13.5275658, -71.9433449)",15,278,SJ02
144,21944844,2022-07-14 06:19:16,1,"(-13.5274822, -71.9440474)",27,276,SJ02
145,21944867,2022-07-14 06:19:28,1,"(-13.5273711, -71.9449755)",31,276,SJ02
146,21944905,2022-07-14 06:19:40,1,"(-13.5272598, -71.9457844)",25,276,SJ02
147,21944935,2022-07-14 06:19:52,1,"(-13.5271423, -71.9467334)",36,281,SJ02
148,21944965,2022-07-14 06:20:04,1,"(-13.5268295, -71.9478599)",35,287,SJ02
149,21945019,2022-07-14 06:20:16,1,"(-13.5265232, -71.9488169)",34,286,SJ02
150,21945020,2022-07-14 06:20:28,1,"(-13.5262062, -71.9498796)",35,287,SJ02
151,21945033,2022-07-14 06:20:40,1,"(-13.5258696, -71.950893)",35,288,SJ02
152,21945067,2022-07-14 06:20:52,1,"(-13.5255682, -71.9518458)",33,287,SJ02
153,21945090,2022-07-14 06:21:04,1,"(-13.5252773, -71.9528172)",29,289,SJ02
154,21945123,2022-07-14 06:21:17,1,"(-13.5250648, -71.953517)",24,285,SJ02
155,21945148,2022-07-14 06:21:29,1,"(-13.5248, -71.954372)",34,286,SJ02
156,21945184,2022-07-14 06:21:41,1,"(-13.5244934, -71.9554151)",33,286,SJ02
157,21945266,2022-07-14 06:22:08,1,"(-13.5242312, -71.9561485)",7,274,SJ02
158,21945372,2022-07-14 06:22:49,1,"(-13.5240247, -71.956861)",19,288,SJ02
159,21945405,2022-07-14 06:23:01,1,"(-13.5238062, -71.9575968)",30,287,SJ02
160,21945444,2022-07-14 06:23:13,1,"(-13.5235211, -71.9585399)",32,287,SJ02
161,21945483,2022-07-14 06:23:27,1,"(-13.5233012, -71.9592899)",10,280,SJ02
162,21945526,2022-07-14 06:23:46,1,"(-13.5230897, -71.9599687)",23,287,SJ02
163,21945567,2022-07-14 06:23:58,1,"(-13.5228564, -71.96078)",28,287,SJ02
164,21945599,2022-07-14 06:24:10,1,"(-13.5226028, -71.9616065)",27,287,SJ02
165,21945646,2022-07-14 06:24:22,1,"(-13.5223339, -71.9624792)",30,287,SJ02
166,21945651,2022-07-14 06:24:34,1,"(-13.5220497, -71.9633732)",30,288,SJ02
167,21945681,2022-07-14 06:24:46,1,"(-13.5217801, -71.9642667)",29,287,SJ02
168,21945855,2022-07-14 06:25:46,1,"(-13.521566, -71.9650032)",17,285,SJ02
169,21945886,2022-07-14 06:25:58,1,"(-13.5213491, -71.9657636)",30,287,SJ02
170,21945944,2022-07-14 06:26:21,1,"(-13.5211212, -71.9665232)",10,287,SJ02
171,21945987,2022-07-14 06:26:35,1,"(-13.5208889, -71.9672819)",27,286,SJ02
172,21946018,2022-07-14 06:26:47,1,"(-13.5206683, -71.9680563)",24,287,SJ02
173,21946086,2022-07-14 06:27:07,1,"(-13.5205183, -71.9687678)",9,274,SJ02
174,21946147,2022-07-14 06:27:34,1,"(-13.5206153, -71.9693381)",8,188,SJ02
175,21946295,2022-07-14 06:28:28,1,"(-13.5213953, -71.9694767)",19,192,SJ02
176,21946330,2022-07-14 06:28:44,1,"(-13.5221302, -71.9696159)",15,192,SJ02
177,21946406,2022-07-14 06:29:09,1,"(-13.5227122, -71.9698368)",15,280,SJ02
178,21946441,2022-07-14 06:29:22,1,"(-13.5225924, -71.9706407)",30,279,SJ02
179,21946505,2022-07-14 06:29:34,1,"(-13.5224598, -71.9715565)",23,283,SJ02
180,21946567,2022-07-14 06:30:05,1,"(-13.5227624, -71.9720298)",19,183,SJ02
181,21946607,2022-07-14 06:30:17,1,"(-13.5235787, -71.9719804)",27,173,SJ02
182,21946660,2022-07-14 06:30:35,1,"(-13.524246, -71.9720779)",14,272,SJ02
183,21946740,2022-07-14 06:31:07,1,"(-13.5244813, -71.9726361)",21,164,SJ02
184,21946777,2022-07-14 06:31:19,1,"(-13.5252783, -71.9723841)",23,156,SJ02
185,21946827,2022-07-14 06:31:37,1,"(-13.5258834, -71.9720339)",24,149,SJ02
186,21946863,2022-07-14 06:31:49,1,"(-13.5265763, -71.9716195)",25,148,SJ02
187,21946911,2022-07-14 06:32:07,1,"(-13.526816, -71.9718897)",14,308,SJ02
188,21946952,2022-07-14 06:32:20,1,"(-13.5263805, -71.9724695)",25,299,SJ02
189,21946992,2022-07-14 06:32:32,1,"(-13.5261393, -71.973125)",18,288,SJ02
190,21947047,2022-07-14 06:32:49,1,"(-13.5259231, -71.9738308)",23,286,SJ02
191,21947079,2022-07-14 06:33:01,1,"(-13.5256797, -71.9745822)",26,287,SJ02
192,21947134,2022-07-14 06:33:19,1,"(-13.5253844, -71.9752763)",11,286,SJ02
193,21947180,2022-07-14 06:33:35,1,"(-13.5251759, -71.976009)",22,288,SJ02
194,21947219,2022-07-14 06:33:47,1,"(-13.524957, -71.9767078)",22,287,SJ02
195,21947290,2022-07-14 06:34:09,1,"(-13.5246071, -71.9774002)",18,291,SJ02
196,21947424,2022-07-14 06:34:51,1,"(-13.5242434, -71.9780562)",14,293,SJ02
197,21947476,2022-07-14 06:35:11,1,"(-13.5238699, -71.978876)",19,295,SJ02
198,21947518,2022-07-14 06:35:25,1,"(-13.5236089, -71.9794567)",11,296,SJ02
199,21947588,2022-07-14 06:35:51,1,"(-13.5233052, -71.9800928)",13,294,SJ02
200,21947639,2022-07-14 06:36:09,1,"(-13.5229643, -71.9808117)",17,295,SJ02
201,21947686,2022-07-14 06:36:27,1,"(-13.5226111, -71.9815135)",12,295,SJ02
202,21947800,2022-07-14 06:37:06,1,"(-13.5224405, -71.9821856)",10,227,SJ02
203,21947988,2022-07-14 06:38:11,1,"(-13.522834, -71.9826985)",0,0,SJ02
204,21948284,2022-07-14 06:39:59,1,"(-13.5234794, -71.9830039)",14,192,SJ02
205,21948353,2022-07-14 06:40:23,1,"(-13.5243523, -71.9832433)",16,201,SJ02
206,21948446,2022-07-14 06:40:59,1,"(-13.5249808, -71.983496)",2,197,SJ02
207,21948622,2022-07-14 06:41:59,1,"(-13.5255342, -71.9834829)",12,113,SJ02
208,21948680,2022-07-14 06:42:19,1,"(-13.5257819, -71.9828003)",17,104,SJ02
209,21948730,2022-07-14 06:42:38,1,"(-13.5260942, -71.9820212)",19,111,SJ02
210,21948810,2022-07-14 06:43:11,1,"(-13.5265439, -71.9818563)",11,203,SJ02
211,21948893,2022-07-14 06:43:34,1,"(-13.5273147, -71.9821518)",19,203,SJ02
212,21949098,2022-07-14 06:44:53,1,"(-13.5279346, -71.9824261)",15,207,SJ02
213,21949137,2022-07-14 06:45:08,1,"(-13.5280593, -71.9834089)",36,266,SJ02
214,21949257,2022-07-14 06:45:44,1,"(-13.5283487, -71.9839147)",9,156,SJ02
215,21949299,2022-07-14 06:45:59,1,"(-13.5287995, -71.9833982)",23,146,SJ02
216,21949324,2022-07-14 06:46:11,1,"(-13.5294667, -71.9831487)",19,169,SJ02
217,21949438,2022-07-14 06:46:49,1,"(-13.5302362, -71.9829507)",18,161,SJ02
218,21949481,2022-07-14 06:47:03,1,"(-13.5308716, -71.9826953)",20,151,SJ02
219,21949534,2022-07-14 06:47:21,1,"(-13.5308446, -71.9821371)",26,71,SJ02
220,21949579,2022-07-14 06:47:36,1,"(-13.5306571, -71.9814077)",24,75,SJ02
221,21949622,2022-07-14 06:47:48,1,"(-13.5304498, -71.9806005)",21,73,SJ02
222,21949693,2022-07-14 06:48:13,1,"(-13.5302842, -71.9798526)",21,81,SJ02
223,21949785,2022-07-14 06:48:42,1,"(-13.5307692, -71.9797788)",18,192,SJ02
224,21949856,2022-07-14 06:48:55,1,"(-13.5314692, -71.9799591)",25,193,SJ02
225,21949874,2022-07-14 06:49:07,1,"(-13.5322893, -71.9801493)",28,196,SJ02
226,21949910,2022-07-14 06:49:20,1,"(-13.5329544, -71.9804804)",26,207,SJ02
227,21949965,2022-07-14 06:49:35,1,"(-13.5337819, -71.980712)",27,184,SJ02
228,21950004,2022-07-14 06:49:47,1,"(-13.5347905, -71.9808149)",32,182,SJ02
229,21950049,2022-07-14 06:50:01,1,"(-13.5355132, -71.9804987)",19,154,SJ02
230,21950233,2022-07-14 06:50:57,1,"(-13.5362373, -71.9802472)",9,162,SJ02
231,21950408,2022-07-14 06:51:48,1,"(-13.5368786, -71.9799566)",11,169,SJ02
232,21950458,2022-07-14 06:52:03,1,"(-13.5376283, -71.980203)",28,207,SJ02
233,21950498,2022-07-14 06:52:15,1,"(-13.5385616, -71.9806747)",37,205,SJ02
234,21950539,2022-07-14 06:52:27,1,"(-13.539529, -71.98109)",29,198,SJ02
235,21950593,2022-07-14 06:52:43,1,"(-13.5402454, -71.9813535)",15,194,SJ02
236,21950642,2022-07-14 06:52:58,1,"(-13.541002, -71.981517)",24,204,SJ02
237,21950678,2022-07-14 06:53:10,1,"(-13.5416784, -71.9819892)",26,214,SJ02
238,21950789,2022-07-14 06:53:28,1,"(-13.5422934, -71.982244)",6,130,SJ02
239,21950948,2022-07-14 06:54:12,1,"(-13.5428884, -71.9819612)",5,190,SJ02
240,21951038,2022-07-14 06:54:34,1,"(-13.5436456, -71.9822627)",15,165,SJ02
241,21951080,2022-07-14 06:54:46,1,"(-13.544258, -71.9820544)",20,163,SJ02
242,21951171,2022-07-14 06:55:11,1,"(-13.5448934, -71.9819569)",9,168,SJ02
243,21951235,2022-07-14 06:55:34,1,"(-13.5448738, -71.9824425)",19,314,SJ02
244,21951277,2022-07-14 06:55:47,1,"(-13.5448432, -71.9830464)",23,242,SJ02
245,21951315,2022-07-14 06:55:59,1,"(-13.5453233, -71.9836114)",25,226,SJ02
246,21951353,2022-07-14 06:56:11,1,"(-13.5459101, -71.9841006)",26,220,SJ02
247,21951382,2022-07-14 06:56:23,1,"(-13.5465842, -71.9846244)",28,214,SJ02
248,21951432,2022-07-14 06:56:35,1,"(-13.5473144, -71.9851209)",30,217,SJ02
249,21951514,2022-07-14 06:56:47,1,"(-13.5480067, -71.9857838)",31,230,SJ02
250,21951592,2022-07-14 06:56:59,1,"(-13.5485861, -71.9865646)",33,242,SJ02
251,21951687,2022-07-14 06:57:11,1,"(-13.5491452, -71.9874711)",35,224,SJ02
252,21951861,2022-07-14 06:57:23,1,"(-13.5499076, -71.9882847)",35,228,SJ02
253,21951864,2022-07-14 06:57:35,1,"(-13.5506069, -71.9891003)",33,228,SJ02
254,21951869,2022-07-14 06:57:54,1,"(-13.5510579, -71.989805)",17,231,SJ02
255,21951910,2022-07-14 06:58:10,1,"(-13.5514128, -71.9904337)",22,238,SJ02
256,21952153,2022-07-14 06:58:59,1,"(-13.552156, -71.991011)",23,69,SJ02
257,21952160,2022-07-14 06:59:11,1,"(-13.5516835, -71.9902601)",32,56,SJ02
258,21952163,2022-07-14 06:59:23,1,"(-13.5511603, -71.9893687)",36,85,SJ02
259,21952200,2022-07-14 06:59:35,1,"(-13.5513591, -71.9884064)",33,70,SJ02
260,21952284,2022-07-14 06:59:59,1,"(-13.5512577, -71.9876755)",14,24,SJ02
261,21952337,2022-07-14 07:00:14,1,"(-13.550625, -71.9872882)",24,59,SJ02
262,21952406,2022-07-14 07:00:32,1,"(-13.5504128, -71.9866465)",11,172,SJ02
263,21952493,2022-07-14 07:01:01,1,"(-13.5510344, -71.9868857)",12,201,SJ02
264,21952572,2022-07-14 07:01:19,1,"(-13.5517657, -71.9871724)",21,215,SJ02
265,21952615,2022-07-14 07:01:31,1,"(-13.5520156, -71.9878594)",25,264,SJ02
266,21952652,2022-07-14 07:01:43,1,"(-13.5524674, -71.9883526)",28,198,SJ02
267,21952699,2022-07-14 07:01:55,1,"(-13.5528788, -71.9890175)",28,283,SJ02
268,21952742,2022-07-14 07:02:07,1,"(-13.5521946, -71.9894652)",25,292,SJ02
269,21952795,2022-07-14 07:02:23,1,"(-13.5526619, -71.9900019)",8,205,SJ02
270,21952835,2022-07-14 07:02:37,1,"(-13.5533143, -71.9903266)",31,202,SJ02
271,21952877,2022-07-14 07:02:49,1,"(-13.5542908, -71.9908252)",40,208,SJ02
272,21952912,2022-07-14 07:03:01,1,"(-13.5554789, -71.99123)",41,210,SJ02
273,21953249,2022-07-14 07:03:54,1,"(-13.5553218, -71.9911089)",31,25,SJ02
274,21953257,2022-07-14 07:04:12,1,"(-13.5544746, -71.9908784)",19,17,SJ02
275,21953266,2022-07-14 07:04:24,1,"(-13.5536633, -71.9904601)",34,23,SJ02
276,21953272,2022-07-14 07:04:42,1,"(-13.5528121, -71.9900454)",20,27,SJ02
277,21953317,2022-07-14 07:04:54,1,"(-13.5522085, -71.9895072)",27,84,SJ02
278,21953360,2022-07-14 07:05:06,1,"(-13.5529282, -71.9889684)",33,106,SJ02
279,21953400,2022-07-14 07:05:18,1,"(-13.552292, -71.9882566)",35,19,SJ02
280,21953451,2022-07-14 07:05:30,1,"(-13.5519246, -71.9873895)",37,73,SJ02
281,21953506,2022-07-14 07:05:47,1,"(-13.5511218, -71.9868537)",12,18,SJ02
282,21953585,2022-07-14 07:06:09,1,"(-13.550442, -71.9866067)",21,13,SJ02
283,21953631,2022-07-14 07:06:21,1,"(-13.5505464, -71.9871839)",34,237,SJ02
284,21953678,2022-07-14 07:06:33,1,"(-13.5512865, -71.9877444)",29,210,SJ02
285,21953718,2022-07-14 07:06:45,1,"(-13.5514066, -71.9886251)",30,249,SJ02
286,21953758,2022-07-14 07:06:57,1,"(-13.5511483, -71.9896107)",38,249,SJ02
287,21953802,2022-07-14 07:07:09,1,"(-13.5519007, -71.9906613)",41,241,SJ02
288,21953841,2022-07-14 07:07:21,1,"(-13.5519008, -71.9912318)",23,33,SJ02
289,21953928,2022-07-14 07:07:41,1,"(-13.5515285, -71.9906075)",22,59,SJ02
290,21953988,2022-07-14 07:07:57,1,"(-13.5509978, -71.9897353)",0,53,SJ02
291,21954048,2022-07-14 07:08:16,1,"(-13.5504201, -71.9888696)",36,49,SJ02
292,21954100,2022-07-14 07:08:28,1,"(-13.5496802, -71.987989)",28,47,SJ02
293,21954198,2022-07-14 07:08:53,1,"(-13.5491544, -71.9874623)",25,41,SJ02
294,21954240,2022-07-14 07:09:05,1,"(-13.5486051, -71.9866255)",26,61,SJ02
295,21954303,2022-07-14 07:09:22,1,"(-13.5481897, -71.9859917)",24,52,SJ02
296,21954395,2022-07-14 07:09:50,1,"(-13.547586, -71.9852793)",35,44,SJ02
