,id,date_time,lap,latitude_longitude,velocity,navigation,vehicle_id_id,d_stop,id_stop,time_travel
344,22134102,2022-07-14 20:58:56,5,"(-13.530997, -71.9826331)",12,304,SJ07,4.59,98,0 days 00:03:08
345,22134105,2022-07-14 20:59:54,5,"(-13.5296293, -71.9831404)",18,346,SJ07,15.28,97,0 days 00:00:58
346,22134094,2022-07-14 21:00:43,5,"(-13.5280605, -71.9835196)",22,86,SJ07,7.97,96,0 days 00:00:49
347,22134280,2022-07-14 21:01:43,5,"(-13.5276911, -71.9823209)",5,10,SJ07,14.97,134,0 days 00:01:00
348,22134310,2022-07-14 21:02:19,5,"(-13.5271375, -71.9836722)",8,308,SJ07,16.51,135,0 days 00:00:36
349,22134451,2022-07-14 21:03:18,5,"(-13.5250854, -71.9831789)",12,293,SJ07,11.26,136,0 days 00:00:59
350,22134860,2022-07-14 21:06:23,5,"(-13.5225509, -71.9816868)",12,115,SJ07,5.92,91,0 days 00:03:05
351,22135222,2022-07-14 21:09:21,5,"(-13.5235625, -71.9796083)",19,115,SJ07,1.69,90,0 days 00:02:58
352,22135458,2022-07-14 21:11:22,5,"(-13.5250544, -71.9771524)",34,96,SJ07,8.77,139,0 days 00:02:01
353,22135966,2022-07-14 21:15:38,5,"(-13.5254723, -71.9722121)",22,332,SJ07,2.74,141,0 days 00:04:16
354,22136071,2022-07-14 21:16:29,5,"(-13.5230618, -71.9728554)",9,347,SJ07,8.63,142,0 days 00:00:51
355,22136425,2022-07-14 21:18:53,5,"(-13.5227949, -71.9698548)",8,91,SJ07,16.83,143,0 days 00:02:24
356,22136576,2022-07-14 21:20:51,5,"(-13.5217851, -71.964777)",42,107,SJ07,18.28,82,0 days 00:01:58
357,22136714,2022-07-14 21:22:16,5,"(-13.5233611, -71.9596484)",10,113,SJ07,17.66,145,0 days 00:01:25
358,22136962,2022-07-14 21:24:56,5,"(-13.5244178, -71.9562675)",22,104,SJ07,2.67,146,0 days 00:02:40
359,22137051,2022-07-14 21:25:48,5,"(-13.5253604, -71.9531493)",18,106,SJ07,16.64,78,0 days 00:00:52
360,22137244,2022-07-14 21:28:14,5,"(-13.5257689, -71.9519349)",2,68,SJ07,19.22,147,0 days 00:02:26
361,22137300,2022-07-14 21:28:54,5,"(-13.526765, -71.948474)",51,106,SJ07,16.6,76,0 days 00:00:40
362,22137359,2022-07-14 21:29:32,5,"(-13.5274269, -71.9461266)",8,96,SJ07,6.94,149,0 days 00:00:38
363,22137502,2022-07-14 21:31:01,5,"(-13.5280941, -71.9403335)",12,99,SJ07,17.32,151,0 days 00:01:29
364,22137553,2022-07-14 21:31:38,5,"(-13.5285918, -71.9385533)",39,105,SJ07,3.65,152,0 days 00:00:37
365,22137755,2022-07-14 21:33:47,5,"(-13.5302562, -71.9327994)",9,104,SJ07,5.77,155,0 days 00:02:09
366,22138020,2022-07-14 21:36:38,5,"(-13.5327914, -71.920902)",6,81,SJ07,5.43,160,0 days 00:02:51
367,22138225,2022-07-14 21:39:08,5,"(-13.5334922, -71.9119475)",5,115,SJ07,3.66,164,0 days 00:02:30
368,22138609,2022-07-14 21:43:57,5,"(-13.5444381, -71.895996)",10,136,SJ07,14.78,173,0 days 00:04:49
369,22138761,2022-07-14 21:46:03,5,"(-13.5464952, -71.8891597)",12,105,SJ07,9.78,49,0 days 00:02:06
370,22138854,2022-07-14 21:47:19,5,"(-13.5470617, -71.8868934)",20,104,SJ07,15.63,47,0 days 00:01:16
371,22138905,2022-07-14 21:48:08,5,"(-13.5474648, -71.8853335)",19,102,SJ07,4.35,179,0 days 00:00:49
372,22138955,2022-07-14 21:48:46,5,"(-13.547856, -71.8839257)",23,106,SJ07,19.61,46,0 days 00:00:38
373,22138977,2022-07-14 21:49:08,5,"(-13.5480645, -71.8831579)",27,104,SJ07,11.71,180,0 days 00:00:22
374,22139074,2022-07-14 21:50:39,5,"(-13.5489097, -71.8800372)",13,106,SJ07,3.87,182,0 days 00:01:31
375,22139140,2022-07-14 21:51:37,5,"(-13.5500254, -71.8762471)",32,109,SJ07,11.5,184,0 days 00:00:58
376,22139231,2022-07-14 21:52:46,5,"(-13.550654, -71.8740686)",18,107,SJ07,12.7,40,0 days 00:01:09
377,22139298,2022-07-14 21:53:36,5,"(-13.5516535, -71.8700775)",17,104,SJ07,9.62,186,0 days 00:00:50
378,22139363,2022-07-14 21:54:23,5,"(-13.5523846, -71.867154)",15,102,SJ07,18.51,38,0 days 00:00:47
379,22139843,2022-07-14 22:01:05,5,"(-13.5516258, -71.8701078)",24,283,SJ07,6.61,186,0 days 00:06:42
380,22140359,2022-07-14 22:10:02,5,"(-13.5500639, -71.8759941)",36,287,SJ07,12.84,41,0 days 00:08:57
381,22140735,2022-07-14 22:17:23,5,"(-13.5493937, -71.8787108)",0,284,SJ07,14.1,42,0 days 00:07:21
